Word; Meaning; Example; Image; Sound; SoundMeaning; SoundExample; PartOfSpeach; Number; Amount; 
bring; carry to a place; bring food; bring-v.jpg; bring-v.mp3; bring-v-meaning.mp3; bring-v-example.mp3; verb; 211; 43894; 
most; the majority; most people; most-det.jpg; most-det.mp3; most-det-meaning.mp3; most-det-example.mp3; determiner; 212; 43792; 
word; unit of language; a new word; word-n.jpg; word-n.mp3; word-n-meaning.mp3; word-n-example.mp3; noun; 213; 43750; 
begin; start; begin now; begin-v.jpg; begin-v.mp3; begin-v-meaning.mp3; begin-v-example.mp3; verb; 214; 43740; 
although; in spite of; although tired; although-conj.jpg; although-conj.mp3; although-conj-meaning.mp3; although-conj-example.mp3; conjunction; 215; 43635; 
example; representative instance; for example; example-n.jpg; example-n.mp3; example-n-meaning.mp3; example-n-example.mp3; noun; 216; 43402; 
next; immediately after; next in line; next-adv.jpg; next-adv.mp3; next-adv-meaning.mp3; next-adv-example.mp3; adverb; 217; 43139; 
family; parents and children; a happy family; family-n.jpg; family-n.mp3; family-n-meaning.mp3; family-n-example.mp3; noun; 218; 42773; 
rather; preferably; rather go now; rather-adv.jpg; rather-adv.mp3; rather-adv-meaning.mp3; rather-adv-example.mp3; adverb; 219; 42341; 
fact; something true; a known fact; fact-n.jpg; fact-n.mp3; fact-n-meaning.mp3; fact-n-example.mp3; noun; 220; 42241; 
like; find agreeable; I like apples; like-v.jpg; like-v.mp3; like-v-meaning.mp3; like-v-example.mp3; verb; 221; 41909; 
social; relating to society; social issues; social-a.jpg; social-a.mp3; social-a-meaning.mp3; social-a-example.mp3; adjective; 222; 41617; 
write; mark letters or words; write a letter; write-v.jpg; write-v.mp3; write-v-meaning.mp3; write-v-example.mp3; verb; 223; 41497; 
state; condition or nation; current state; state-n.jpg; state-n.mp3; state-n-meaning.mp3; state-n-example.mp3; noun; 224; 41351; 
percent; one part in a hundred; 50 percent; percent-n.jpg; percent-n.mp3; percent-n-meaning.mp3; percent-n-example.mp3; noun; 225; 41205; 
quite; to a certain extent; quite good; quite-adv.jpg; quite-adv.mp3; quite-adv-meaning.mp3; quite-adv-example.mp3; adverb; 226; 41169; 
both; referring to two; both books; both-det.jpg; both-det.mp3; both-det-meaning.mp3; both-det-example.mp3; determiner; 227; 41162; 
start; begin; start now; start-v.jpg; start-v.mp3; start-v-meaning.mp3; start-v-example.mp3; verb; 228; 41029; 
run; move quickly; run fast; run-v.jpg; run-v.mp3; run-v-meaning.mp3; run-v-example.mp3; verb; 229; 40858; 
long; measuring much; a long road; long-a.jpg; long-a.mp3; long-a-meaning.mp3; long-a-example.mp3; adjective; 230; 40492; 
right; correct; the right answer; right-adv.jpg; right-adv.mp3; right-adv-meaning.mp3; right-adv-example.mp3; adverb; 231; 40460; 
set; put in position; set the table; set-v.jpg; set-v.mp3; set-v-meaning.mp3; set-v-example.mp3; verb; 232; 40381; 
help; assist; help me; help-v.jpg; help-v.mp3; help-v-meaning.mp3; help-v-example.mp3; verb; 233; 40265; 
every; each one; every day; every-det.jpg; every-det.mp3; every-det-meaning.mp3; every-det-example.mp3; determiner; 234; 40114; 
home; place of residence; go home; home-n.jpg; home-n.mp3; home-n-meaning.mp3; home-n-example.mp3; noun; 235; 39850; 
month; one of 12 periods; next month; month-n.jpg; month-n.mp3; month-n-meaning.mp3; month-n-example.mp3; noun; 236; 39819; 
side; edge or aspect; the other side; side-n.jpg; side-n.mp3; side-n-meaning.mp3; side-n-example.mp3; noun; 237; 39626; 
night; time of darkness; at night; night-n.jpg; night-n.mp3; night-n-meaning.mp3; night-n-example.mp3; noun; 238; 39315; 
important; of great significance; an important rule; important-a.jpg; important-a.mp3; important-a-meaning.mp3; important-a-example.mp3; adjective; 239; 39265; 
eye; organ of sight; blue eyes; eye-n.jpg; eye-n.mp3; eye-n-meaning.mp3; eye-n-example.mp3; noun; 240; 39192; 
head; upper body part; nod your head; head-n.jpg; head-n.mp3; head-n-meaning.mp3; head-n-example.mp3; noun; 241; 39000; 
information; facts provided; useful information; information-n.jpg; information-n.mp3; information-n-meaning.mp3; information-n-example.mp3; noun; 242; 38656; 
question; sentence seeking answer; ask a question; question-n.jpg; question-n.mp3; question-n-meaning.mp3; question-n-example.mp3; noun; 243; 38608; 
business; commercial activity; start a business; business-n.jpg; business-n.mp3; business-n-meaning.mp3; business-n-example.mp3; noun; 244; 38204; 
play; engage in game; play soccer; play-v.jpg; play-v.mp3; play-v-meaning.mp3; play-v-example.mp3; verb; 245; 38053; 
power; ability to act; political power; power-n.jpg; power-n.mp3; power-n-meaning.mp3; power-n-example.mp3; noun; 246; 37963; 
money; medium of exchange; save money; money-n.jpg; money-n.mp3; money-n-meaning.mp3; money-n-example.mp3; noun; 247; 37892; 
change; make different; change clothes; change-n.jpg; change-n.mp3; change-n-meaning.mp3; change-n-example.mp3; noun; 248; 37884; 
move; go in a direction; move forward; move-v.jpg; move-v.mp3; move-v-meaning.mp3; move-v-example.mp3; verb; 249; 37836; 
interest; desire to know; show interest; interest-n.jpg; interest-n.mp3; interest-n-meaning.mp3; interest-n-example.mp3; noun; 250; 37744; 
order; arrangement; alphabetical order; order-n.jpg; order-n.mp3; order-n-meaning.mp3; order-n-example.mp3; noun; 251; 37736; 
book; written work; read a book; book-n.jpg; book-n.mp3; book-n-meaning.mp3; book-n-example.mp3; noun; 252; 37675; 
often; frequently; often late; often-adv.jpg; often-adv.mp3; often-adv-meaning.mp3; often-adv-example.mp3; adverb; 253; 37640; 
development; growth; child development; development-n.jpg; development-n.mp3; development-n-meaning.mp3; development-n-example.mp3; noun; 254; 37386; 
young; not old; young people; young-a.jpg; young-a.mp3; young-a-meaning.mp3; young-a-example.mp3; adjective; 255; 37278; 
national; relating to a nation; national anthem; national-a.jpg; national-a.mp3; national-a-meaning.mp3; national-a-example.mp3; adjective; 256; 37231; 
pay; give money; pay the bill; pay-v.jpg; pay-v.mp3; pay-v-meaning.mp3; pay-v-example.mp3; verb; 257; 36665; 
hear; perceive sound; hear music; hear-v.jpg; hear-v.mp3; hear-v-meaning.mp3; hear-v-example.mp3; verb; 258; 36575; 
room; part of a building; a big room; room-n.jpg; room-n.mp3; room-n-meaning.mp3; room-n-example.mp3; noun; 259; 36360; 
whether; expressing doubt; whether or not; whether-conj.jpg; whether-conj.mp3; whether-conj-meaning.mp3; whether-conj-example.mp3; conjunction; 260; 36169; 
water; clear liquid; drink water; water-n.jpg; water-n.mp3; water-n-meaning.mp3; water-n-example.mp3; noun; 261; 35767; 
form; shape or document; fill out a form; form-n.jpg; form-n.mp3; form-n-meaning.mp3; form-n-example.mp3; noun; 262; 35758; 
car; road vehicle; drive a car; car-n.jpg; car-n.mp3; car-n-meaning.mp3; car-n-example.mp3; noun; 263; 35295; 
other; additional; other options; other-n.jpg; other-n.mp3; other-n-meaning.mp3; other-n-example.mp3; noun; 264; 35164; 
yet; up until now; not yet; yet-adv.jpg; yet-adv.mp3; yet-adv-meaning.mp3; yet-adv-example.mp3; adverb; 265; 35058; 
perhaps; possibly; perhaps tomorrow; perhaps-adv.jpg; perhaps-adv.mp3; perhaps-adv-meaning.mp3; perhaps-adv-example.mp3; adverb; 266; 35039; 
meet; come together; meet a friend; meet-v.jpg; meet-v.mp3; meet-v-meaning.mp3; meet-v-example.mp3; verb; 267; 34970; 
level; position in scale; high level; level-n.jpg; level-n.mp3; level-n-meaning.mp3; level-n-example.mp3; noun; 268; 34885; 
until; up to the time; wait until noon; until-conj.jpg; until-conj.mp3; until-conj-meaning.mp3; until-conj-example.mp3; conjunction; 269; 34807; 
though; despite the fact; even though; though-conj.jpg; though-conj.mp3; though-conj-meaning.mp3; though-conj-example.mp3; conjunction; 270; 34801; 
policy; course of action; government policy; policy-n.jpg; policy-n.mp3; policy-n-meaning.mp3; policy-n-example.mp3; noun; 271; 34775; 
include; contain as part; include details; include-v.jpg; include-v.mp3; include-v-meaning.mp3; include-v-example.mp3; verb; 272; 34753; 
believe; accept as true; believe in magic; believe-v.jpg; believe-v.mp3; believe-v-meaning.mp3; believe-v-example.mp3; verb; 273; 34603; 
council; advisory body; city council; council-n.jpg; council-n.mp3; council-n-meaning.mp3; council-n-example.mp3; noun; 274; 34496; 
already; before now; already done; already-adv.jpg; already-adv.mp3; already-adv-meaning.mp3; already-adv-example.mp3; adverb; 275; 34292; 
possible; able to be done; if possible; possible-a.jpg; possible-a.mp3; possible-a-meaning.mp3; possible-a-example.mp3; adjective; 276; 34178; 
nothing; not anything; nothing left; nothing-pron.jpg; nothing-pron.mp3; nothing-pron-meaning.mp3; nothing-pron-example.mp3; pronoun; 277; 34064; 
line; long mark; draw a line; line-n.jpg; line-n.mp3; line-n-meaning.mp3; line-n-example.mp3; noun; 278; 33888; 
allow; permit; allow entry; allow-v.jpg; allow-v.mp3; allow-v-meaning.mp3; allow-v-example.mp3; verb; 279; 33687; 
need; necessity; basic needs; need-n.jpg; need-n.mp3; need-n-meaning.mp3; need-n-example.mp3; noun; 280; 33660; 
effect; result; cause and effect; effect-n.jpg; effect-n.mp3; effect-n-meaning.mp3; effect-n-example.mp3; noun; 281; 33423; 
big; large in size; a big house; big-a.jpg; big-a.mp3; big-a-meaning.mp3; big-a-example.mp3; adjective; 282; 33300; 
use; act of using; proper use; use-n.jpg; use-n.mp3; use-n-meaning.mp3; use-n-example.mp3; noun; 283; 32998; 
lead; guide; lead the way; lead-v.jpg; lead-v.mp3; lead-v-meaning.mp3; lead-v-example.mp3; verb; 284; 32923; 
stand; be upright; stand still; stand-v.jpg; stand-v.mp3; stand-v-meaning.mp3; stand-v-example.mp3; verb; 285; 32899; 
idea; thought; a good idea; idea-n.jpg; idea-n.mp3; idea-n-meaning.mp3; idea-n-example.mp3; noun; 286; 32798; 
study; learning; study hard; study-n.jpg; study-n.mp3; study-n-meaning.mp3; study-n-example.mp3; noun; 287; 32786; 
lot; large amount; a lot of money; lot-n.jpg; lot-n.mp3; lot-n-meaning.mp3; lot-n-example.mp3; noun; 288; 32733; 
live; be alive; live happily; live-v.jpg; live-v.mp3; live-v-meaning.mp3; live-v-example.mp3; verb; 289; 32675; 
job; paid position; find a job; job-n.jpg; job-n.mp3; job-n-meaning.mp3; job-n-example.mp3; noun; 290; 32484; 
since; from a past time; since Monday; since-conj.jpg; since-conj.mp3; since-conj-meaning.mp3; since-conj-example.mp3; conjunction; 291; 32404; 
name; personal identifier; my name; name-n.jpg; name-n.mp3; name-n-meaning.mp3; name-n-example.mp3; noun; 292; 32309; 
result; outcome; final result; result-n.jpg; result-n.mp3; result-n-meaning.mp3; result-n-example.mp3; noun; 293; 32259; 
body; physical structure; human body; body-n.jpg; body-n.mp3; body-n-meaning.mp3; body-n-example.mp3; noun; 294; 32231; 
happen; occur; what happened?; happen-v.jpg; happen-v.mp3; happen-v-meaning.mp3; happen-v-example.mp3; verb; 295; 32075; 
friend; trusted companion; a good friend; friend-n.jpg; friend-n.mp3; friend-n-meaning.mp3; friend-n-example.mp3; noun; 296; 31927; 
right; moral good; know right from wrong; right-n.jpg; right-n.mp3; right-n-meaning.mp3; right-n-example.mp3; noun; 297; 31873; 
least; smallest amount; at least; least-adv.jpg; least-adv.mp3; least-adv-meaning.mp3; least-adv-example.mp3; adverb; 298; 31713; 
right; correct; the right way; right-a.jpg; right-a.mp3; right-a-meaning.mp3; right-a-example.mp3; adjective; 299; 31630; 
almost; nearly; almost finished; almost-adv.jpg; almost-adv.mp3; almost-adv-meaning.mp3; almost-adv-example.mp3; adverb; 300; 31588; 
much; a large amount; too much sugar; much-det.jpg; much-det.mp3; much-det-meaning.mp3; much-det-example.mp3; determiner; 301; 31284; 
carry; transport from one place to another; carry the bags; carry-v.jpg; carry-v.mp3; carry-v-meaning.mp3; carry-v-example.mp3; verb; 302; 31258; 
authority; power to give orders; government authority; authority-n.jpg; authority-n.mp3; authority-n-meaning.mp3; authority-n-example.mp3; noun; 303; 31231; 
long; for a great duration; stay long; long-adv.jpg; long-adv.mp3; long-adv-meaning.mp3; long-adv-example.mp3; adverb; 304; 31143; 
early; before the expected time; early morning; early-a.jpg; early-a.mp3; early-a-meaning.mp3; early-a-example.mp3; adjective; 305; 31110; 
view; ability to see something; a beautiful view; view-n.jpg; view-n.mp3; view-n-meaning.mp3; view-n-example.mp3; noun; 306; 31102; 
himself; reflexive form of 'he'; he did it himself; himself-pron.jpg; himself-pron.mp3; himself-pron-meaning.mp3; himself-pron-example.mp3; pronoun; 307; 31082; 
public; relating to people; public opinion; public-a.jpg; public-a.mp3; public-a-meaning.mp3; public-a-example.mp3; adjective; 308; 30983; 
together; in proximity; work together; together-adv.jpg; together-adv.mp3; together-adv-meaning.mp3; together-adv-example.mp3; adverb; 309; 30960; 
talk; speak to someone; talk quietly; talk-v.jpg; talk-v.mp3; talk-v-meaning.mp3; talk-v-example.mp3; verb; 310; 30930; 
report; a written account; news report; report-n.jpg; report-n.mp3; report-n-meaning.mp3; report-n-example.mp3; noun; 311; 30857; 
after; following in time; after dinner; after-conj.jpg; after-conj.mp3; after-conj-meaning.mp3; after-conj-example.mp3; conjunction; 312; 30855; 
only; sole; the only one; only-a.jpg; only-a.mp3; only-a-meaning.mp3; only-a-example.mp3; adjective; 313; 30775; 
before; earlier than; before leaving; before-conj.jpg; before-conj.mp3; before-conj-meaning.mp3; before-conj-example.mp3; conjunction; 314; 30731; 
bit; a small piece; a bit of cake; bit-n.jpg; bit-n.mp3; bit-n-meaning.mp3; bit-n-example.mp3; noun; 315; 30675; 
face; front of the head; smiling face; face-n.jpg; face-n.mp3; face-n-meaning.mp3; face-n-example.mp3; noun; 316; 30624; 
sit; rest on the lower body; sit down; sit-v.jpg; sit-v.mp3; sit-v-meaning.mp3; sit-v-example.mp3; verb; 317; 30599; 
market; place for buying goods; farmer's market; market-n.jpg; market-n.mp3; market-n-meaning.mp3; market-n-example.mp3; noun; 318; 30596; 
appear; become visible; appear suddenly; appear-v.jpg; appear-v.mp3; appear-v-meaning.mp3; appear-v-example.mp3; verb; 319; 30595; 
continue; persist in an activity; continue working; continue-v.jpg; continue-v.mp3; continue-v-meaning.mp3; continue-v-example.mp3; verb; 320; 30466; 
able; having the power; able to swim; able-a.jpg; able-a.mp3; able-a-meaning.mp3; able-a-example.mp3; adjective; 321; 30454; 
political; relating to government; political debate; political-a.jpg; political-a.mp3; political-a-meaning.mp3; political-a-example.mp3; adjective; 322; 30366; 
later; after the present time; see you later; later-adv.jpg; later-adv.mp3; later-adv-meaning.mp3; later-adv-example.mp3; adverb; 323; 30326; 
hour; period of 60 minutes; one hour; hour-n.jpg; hour-n.mp3; hour-n-meaning.mp3; hour-n-example.mp3; noun; 324; 30218; 
rate; measure of speed; heart rate; rate-n.jpg; rate-n.mp3; rate-n-meaning.mp3; rate-n-example.mp3; noun; 325; 30179; 
law; system of rules; obey the law; law-n.jpg; law-n.mp3; law-n-meaning.mp3; law-n-example.mp3; noun; 326; 30169; 
door; entrance barrier; open the door; door-n.jpg; door-n.mp3; door-n-meaning.mp3; door-n-example.mp3; noun; 327; 30166; 
court; place for legal trials; court hearing; court-n.jpg; court-n.mp3; court-n-meaning.mp3; court-n-example.mp3; noun; 328; 29976; 
office; place of work; office building; office-n.jpg; office-n.mp3; office-n-meaning.mp3; office-n-example.mp3; noun; 329; 29943; 
let; allow; let me go; let-v.jpg; let-v.mp3; let-v-meaning.mp3; let-v-example.mp3; verb; 330; 29768; 
war; armed conflict; world war; war-n.jpg; war-n.mp3; war-n-meaning.mp3; war-n-example.mp3; noun; 331; 29722; 
produce; create or manufacture; produce goods; produce-v.jpg; produce-v.mp3; produce-v-meaning.mp3; produce-v-example.mp3; verb; 332; 29490; 
reason; cause or explanation; no reason; reason-n.jpg; reason-n.mp3; reason-n-meaning.mp3; reason-n-example.mp3; noun; 333; 29194; 
less; not as much; less time; less-adv.jpg; less-adv.mp3; less-adv-meaning.mp3; less-adv-example.mp3; adverb; 334; 29147; 
minister; government official; prime minister; minister-n.jpg; minister-n.mp3; minister-n-meaning.mp3; minister-n-example.mp3; noun; 335; 29141; 
subject; topic of discussion; main subject; subject-n.jpg; subject-n.mp3; subject-n-meaning.mp3; subject-n-example.mp3; noun; 336; 29091; 
person; human being; one person; person-n.jpg; person-n.mp3; person-n-meaning.mp3; person-n-example.mp3; noun; 337; 28981; 
term; fixed period; school term; term-n.jpg; term-n.mp3; term-n-meaning.mp3; term-n-example.mp3; noun; 338; 28896; 
particular; specific; particular reason; particular-a.jpg; particular-a.mp3; particular-a-meaning.mp3; particular-a-example.mp3; adjective; 339; 28887; 
full; containing all possible; full glass; full-a.jpg; full-a.mp3; full-a-meaning.mp3; full-a-example.mp3; adjective; 340; 28836; 
